iso_o,input_ind,output_ind,valueshare
EU,12,25,.0012625001
IND,12,25,.0024888562
JPN,12,25,.0021954009
ROW,12,25,.00060730008
USA,12,25,.00059936265
BRA,13,25,.041889086
CHN,13,25,.019911608
EU,13,25,.032110903
IND,13,25,.014830043
JPN,13,25,.022816109
ROW,13,25,.031093404
USA,13,25,.04152941
BRA,14,25,.15405545
CHN,14,25,.25860205
EU,14,25,.073932305
IND,14,25,.19177042
JPN,14,25,.091718435
ROW,14,25,.12013011
USA,14,25,.1091016
BRA,15,25,.060065579
CHN,15,25,.16658388
EU,15,25,.021015901
IND,15,25,.1297707
JPN,15,25,.069645427
ROW,15,25,.070064411
USA,15,25,.012651511
BRA,16,25,.072592475
CHN,16,25,.061925918
EU,16,25,.056966808
IND,16,25,.035042774
JPN,16,25,.17156358
ROW,16,25,.072818704
USA,16,25,.10403781
BRA,17,25,.0034864987
CHN,17,25,.0055123763
EU,17,25,.0064476011
IND,17,25,.0042157564
JPN,17,25,.015378706
ROW,17,25,.0087381005
USA,17,25,.0097654909
BRA,18,25,.02943809
CHN,18,25,.045077614
EU,18,25,.026211003
IND,18,25,.016842727
JPN,18,25,.013230305
ROW,18,25,.029407104
USA,18,25,.046195321
BRA,19,25,.014506894
CHN,19,25,.016065875
EU,19,25,.020291502
IND,19,25,.0088377884
JPN,19,25,.023949509
ROW,19,25,.019841403
USA,19,25,.051305499
BRA,20,25,.0043466985
CHN,20,25,.00080322369
EU,20,25,.0056102006
IND,20,25,.0019234888
JPN,20,25,.0080656037
ROW,20,25,.0040975004
USA,20,25,.005424262
BRA,21,25,.0013425995
CHN,21,25,.00061764132
EU,21,25,.0013635001
IND,21,25,.0006192642
JPN,21,25,.0011753005
ROW,21,25,.0011912001
USA,21,25,.00058216369
BRA,22,25,.010334896
CHN,22,25,.0059913308
EU,22,25,.010883001
IND,22,25,.013206037
JPN,22,25,.040539719
ROW,22,25,.0081780013
USA,22,25,.022412702
BRA,23,25,.0023225991
CHN,23,25,.015530925
EU,23,25,.0077325008
IND,23,25,.019660965
JPN,23,25,.0092447037
ROW,23,25,.0063367011
USA,23,25,.0044099251
BRA,24,25,.0010097997
CHN,24,25,.0012149846
EU,24,25,.0072780009
IND,24,25,.0049789124
JPN,24,25,.0031429015
ROW,24,25,.0032647005
USA,24,25,.0010126369
BRA,25,25,.21724883
CHN,25,25,.033068959
EU,25,25,.31747782
IND,25,25,.14325652
JPN,25,25,.0040726019
ROW,25,25,.17417921
USA,25,25,.00069545663
BRA,26,25,.10661046
CHN,26,25,.050871368
EU,26,25,.089403309
IND,26,25,.07802739
JPN,26,25,.15219755
ROW,26,25,.10405961
USA,26,25,.19480115
BRA,27,25,.039275885
CHN,27,25,.036266953
EU,27,25,.026120804
IND,27,25,.052545559
JPN,27,25,.033911213
ROW,27,25,.031817503
USA,27,25,.03657192
BRA,28,25,.002425099
CHN,28,25,.0037999388
EU,28,25,.0020947002
IND,28,25,.0030339246
JPN,28,25,.005020902
ROW,28,25,.0039439006
USA,28,25,.0024143495
BRA,29,25,.0063266978
CHN,29,25,.0028235319
EU,29,25,.0022316002
IND,29,25,.0058420622
JPN,29,25,.0014574006
ROW,29,25,.0040372005
USA,29,25,.0028078249
BRA,30,25,.0077928971
CHN,30,25,.006181113
EU,30,25,.012040702
IND,30,25,.016872924
JPN,30,25,.013583106
ROW,30,25,.010941001
USA,30,25,.0067913765
BRA,31,25,.0019831993
CHN,31,25,.0021880921
EU,31,25,.0011623001
IND,31,25,.0012089302
JPN,31,25,.00039350017
ROW,31,25,.0011933001
USA,31,25,.000049996881
BRA,32,25,.0035192987
CHN,32,25,.011430514
EU,32,25,.0046590003
IND,32,25,.011091658
JPN,32,25,.014494206
ROW,32,25,.0049037007
USA,32,25,.0012386228
BRA,33,25,.0017862994
CHN,33,25,.00038526338
EU,33,25,.0015965003
IND,33,25,.00058386626
JPN,33,25,.004156102
ROW,33,25,.0016295002
USA,33,25,.003656572
BRA,34,25,.0035845987
CHN,34,25,.012233238
EU,34,25,.0044269003
IND,34,25,.0092278663
JPN,34,25,.0063748029
ROW,34,25,.0069956011
USA,34,25,.0099470802
BRA,35,25,.0021955993
CHN,35,25,.0046113618
EU,35,25,.0075090011
IND,35,25,.0020886792
JPN,35,25,.0057286024
ROW,35,25,.0026886002
USA,35,25,.0095566036
BRA,36,25,.029390389
CHN,36,25,.050154537
EU,36,25,.028945103
IND,36,25,.023053166
JPN,36,25,.015189007
ROW,36,25,.029369704
USA,36,25,.019721871
BRA,37,25,.005579798
CHN,37,25,.00018248268
EU,37,25,.025499605
IND,37,25,.033368271
JPN,37,25,.011809804
ROW,37,25,.0079859011
USA,37,25,.028180344
BRA,38,25,.034785088
CHN,38,25,.040165484
EU,38,25,.06807971
IND,38,25,.0013742206
JPN,38,25,.078817032
ROW,38,25,.047384407
USA,38,25,.088166803
BRA,39,25,.016874695
CHN,39,25,.013519016
EU,39,25,.046642803
IND,39,25,.01021101
JPN,39,25,.037751514
ROW,39,25,.026145104
USA,39,25,.033770297
BRA,40,25,.0021508993
CHN,40,25,.00021867923
EU,40,25,.0085904012
IND,40,25,.000066296168
JPN,40,25,.00047520021
ROW,40,25,.0048904005
USA,40,25,.0068324739
BRA,41,25,.00012309996
CHN,41,25,.00028487292
EU,41,25,.0015633003
IND,41,25,.00019158893
JPN,41,25,.0019436008
ROW,41,25,.0011348001
USA,41,25,.00039457541
BRA,42,25,.00039759986
CHN,42,25,.00041036101
EU,42,25,.0011208002
IND,42,25,.000049997107
JPN,42,25,.002130901
ROW,42,25,.0011923001
USA,42,25,.00081254938
BRA,43,25,.00017859995
CHN,43,25,.00044685754
EU,43,25,.0011250001
IND,43,25,.000060096525
JPN,43,25,.0023885008
ROW,43,25,.00067870005
USA,43,25,.00061306177
BRA,44,25,.00059709977
CHN,44,25,.0027688369
EU,44,25,.0022389002
IND,44,25,.00012979249
JPN,44,25,.0055326023
ROW,44,25,.0023908003
USA,44,25,.0016543969
BRA,1,26,.02046985
CHN,1,26,.00013248874
EU,1,26,.0066053988
IND,1,26,.0031319717
JPN,1,26,.017873503
ROW,1,26,.02636729
USA,1,26,.0030103915
BRA,2,26,.000049997681
CHN,2,26,.00004999575
EU,2,26,.00013979999
IND,2,26,.00004999476
JPN,2,26,.0004460726
ROW,2,26,.0014492995
USA,2,26,.00042219879
BRA,3,26,.0005280755
CHN,3,26,.00064494519
EU,3,26,.0019207997
IND,3,26,.00056904042
JPN,3,26,.00032727991
ROW,3,26,.013884795
USA,3,26,.00023549933
BRA,4,26,.000301986
CHN,4,26,.00051945582
EU,4,26,.0011375999
IND,4,26,.00004999476
JPN,4,26,.000049996928
ROW,4,26,.0013915995
USA,4,26,.000063699816
BRA,5,26,.000049997681
CHN,5,26,.00004999575
EU,5,26,.000060499991
IND,5,26,.000064893196
JPN,5,26,.000049996928
ROW,5,26,.00028029992
USA,5,26,.000049999857
BRA,6,26,.0092354715
CHN,6,26,.024786994
EU,6,26,.014179398
IND,6,26,.01450748
JPN,6,26,.018759949
ROW,6,26,.019195693
USA,6,26,.0052452851
BRA,7,26,.0014172342
CHN,7,26,.017809587
EU,7,26,.0045770993
IND,7,26,.012767661
JPN,7,26,.0048930994
ROW,7,26,.0077955974
USA,7,26,.0038641891
BRA,8,26,.0051447614
CHN,8,26,.00056495197
EU,8,26,.0024907999
IND,8,26,.016427379
JPN,8,26,.0015525046
ROW,8,26,.002829999
USA,8,26,.0032269906
BRA,9,26,.027855409
CHN,9,26,.038744308
EU,9,26,.015194998
IND,9,26,.0062627438
JPN,9,26,.029635681
ROW,9,26,.019878492
USA,9,26,.017847249
BRA,10,26,.030534584
CHN,10,26,.013843724
EU,10,26,.014057199
IND,10,26,.076135717
JPN,10,26,.022430224
ROW,10,26,.037416384
USA,10,26,.0048391861
BRA,11,26,.01683322
CHN,11,26,.010431013
EU,11,26,.0089409994
IND,11,26,.020887012
JPN,11,26,.023162879
ROW,11,26,.012499795
USA,11,26,.0026630922
BRA,12,26,.0011928447
CHN,12,26,.00012598929
EU,12,26,.0030716995
IND,12,26,.0040936712
JPN,12,26,.003959957
ROW,12,26,.0015922994
USA,12,26,.00050989853
BRA,13,26,.018016864
CHN,13,26,.014807642
EU,13,26,.015076298
IND,13,26,.0070895571
JPN,13,26,.027252028
ROW,13,26,.022259993
USA,13,26,.015979553
BRA,14,26,.0012211434
CHN,14,26,.00086312665
EU,14,26,.0044717994
IND,14,26,.0020690833
JPN,14,26,.0034390888
ROW,14,26,.0031151988
USA,14,26,.0014388959
BRA,15,26,.0063212072
CHN,15,26,.00066604337
EU,15,26,.0044358997
IND,15,26,.0089615611
JPN,15,26,.0050484897
ROW,15,26,.007417697
USA,15,26,.0012427964
BRA,16,26,.0043073003
CHN,16,26,.0064227544
EU,16,26,.0076734992
IND,16,26,.011403006
JPN,16,26,.010315667
ROW,16,26,.010097996
USA,16,26,.0052178851
BRA,17,26,.0015651275
CHN,17,26,.041549969
EU,17,26,.006868199
IND,17,26,.0041667633
JPN,17,26,.01645299
ROW,17,26,.021346992
USA,17,26,.011045168
BRA,18,26,.0037385265
CHN,18,26,.040101491
EU,18,26,.0058968989
IND,18,26,.0066844998
JPN,18,26,.040291026
ROW,18,26,.012172095
USA,18,26,.0011662967
BRA,19,26,.0029125649
CHN,19,26,.0016857567
EU,19,26,.010648299
IND,19,26,.0067569921
JPN,19,26,.055578087
ROW,19,26,.0077436971
USA,19,26,.0035589898
BRA,20,26,.045534689
CHN,20,26,.02071044
EU,20,26,.028189996
IND,20,26,.001507442
JPN,20,26,.081316605
ROW,20,26,.015830195
USA,20,26,.024777029
BRA,21,26,.0007051673
CHN,21,26,.0092414152
EU,21,26,.0019996997
IND,21,26,.010922556
JPN,21,26,.0030223145
ROW,21,26,.0038347987
USA,21,26,.00025879926
BRA,22,26,.0129269
CHN,22,26,.0052485541
EU,22,26,.010399699
IND,22,26,.013900643
JPN,22,26,.017149149
ROW,22,26,.0071869972
USA,22,26,.0095336726
BRA,23,26,.050806146
CHN,23,26,.021000115
EU,23,26,.030016595
IND,23,26,.057993323
JPN,23,26,.041745435
ROW,23,26,.031518888
USA,23,26,.023657233
BRA,24,26,.010196827
CHN,24,26,.0015089717
EU,24,26,.010123499
IND,24,26,.0093657188
JPN,24,26,.0065543978
ROW,24,26,.0052509983
USA,24,26,.0013291962
BRA,25,26,.0038347221
CHN,25,26,.0019869313
EU,25,26,.022693798
IND,25,26,.059660651
JPN,25,26,.014130333
ROW,25,26,.018221594
USA,25,26,.005558284
BRA,26,26,.087010063
CHN,26,26,.027982321
EU,26,26,.12124479
IND,26,26,.22673334
JPN,26,26,.1156668
ROW,26,26,.14400166
USA,26,26,.099605918
BRA,27,26,.046153259
CHN,27,26,.03424269
EU,27,26,.037261195
IND,27,26,.034044132
JPN,27,26,.027271025
ROW,27,26,.049128182
USA,27,26,.015794855
BRA,28,26,.0036368314
CHN,28,26,.01541299
EU,28,26,.0047653997
IND,28,26,.0019010009
JPN,28,26,.0034439885
ROW,28,26,.024770791
USA,28,26,.00065269816
BRA,29,26,.0096238535
CHN,29,26,.012751216
EU,29,26,.0045230994
IND,29,26,.019560952
JPN,29,26,.008160199
ROW,29,26,.012073595
USA,29,26,.0038885889
BRA,30,26,.014923408
CHN,30,26,.01434988
EU,30,26,.064243495
IND,30,26,.062217779
JPN,30,26,.017102549
ROW,30,26,.034190189
USA,30,26,.04583507
BRA,31,26,.015781468
CHN,31,26,.037903376
EU,31,26,.021313798
IND,31,26,.002825004
JPN,31,26,.0096391086
ROW,31,26,.010653896
USA,31,26,.033864602
BRA,32,26,.0090773795
CHN,32,26,.018971587
EU,32,26,.013199599
IND,32,26,.053444602
JPN,32,26,.025504934
ROW,32,26,.018559793
USA,32,26,.0088371746
BRA,33,26,.010203627
CHN,33,26,.0011716004
EU,33,26,.015123198
IND,33,26,.0015106417
JPN,33,26,.005735748
ROW,33,26,.014537695
USA,33,26,.029683214
BRA,34,26,.015776267
CHN,34,26,.005010474
EU,34,26,.016063998
IND,34,26,.010989948
JPN,34,26,.022514017
ROW,34,26,.025590591
USA,34,26,.022384336
BRA,35,26,.024426367
CHN,35,26,.0064238538
EU,35,26,.033071496
IND,35,26,.0008558103
JPN,35,26,.037582494
ROW,35,26,.016334094
USA,35,26,.04183118
BRA,36,26,.07454484
CHN,36,26,.094880737
EU,36,26,.074342996
IND,36,26,.15148033
JPN,36,26,.032867979
ROW,36,26,.085740067
USA,36,26,.066255413
BRA,37,26,.12104579
CHN,37,26,.13501853
EU,37,26,.10205959
IND,37,26,.0061813523
JPN,37,26,.074860804
ROW,37,26,.084145367
USA,37,26,.16414782
BRA,38,26,.12556568
CHN,38,26,.11493453
EU,38,26,.13481969
IND,38,26,.0060971612
JPN,38,26,.069259644
ROW,38,26,.08762157
USA,38,26,.18656126
BRA,39,26,.14070487
CHN,39,26,.17747942
EU,39,26,.097106285
IND,39,26,.055930641
JPN,39,26,.078208804
ROW,39,26,.059986778
USA,39,26,.099630915
BRA,40,26,.0085464036
CHN,40,26,.00047575959
EU,40,26,.0097921994
IND,40,26,.00019247983
JPN,40,26,.0027212328
ROW,40,26,.007977997
USA,40,26,.01733695
BRA,41,26,.0033585443
CHN,41,26,.0023807976
EU,41,26,.0055255997
IND,41,26,.010350215
JPN,41,26,.0027366318
ROW,41,26,.0034114989
USA,41,26,.0065129814
BRA,42,26,.0043584979
CHN,42,26,.00048435881
EU,42,26,.0034952995
IND,42,26,.00004999476
JPN,42,26,.0067915833
ROW,42,26,.0025707991
USA,42,26,.00061029824
BRA,43,26,.0012752409
CHN,43,26,.0016223621
EU,43,26,.0044118995
IND,43,26,.00013308605
JPN,43,26,.0045819189
ROW,43,26,.0022445994
USA,43,26,.0039609889
BRA,44,26,.0082870154
CHN,44,26,.025006875
EU,44,26,.0067658992
IND,44,26,.00007219243
JPN,44,26,.009913791
ROW,44,26,.0058820979
USA,44,26,.0058642831
BRA,1,27,.0018354468
CHN,1,27,.00019328101
EU,1,27,.001438564
IND,1,27,.053437948
JPN,1,27,.00041639991
ROW,1,27,.0015897996
USA,1,27,.00017159157
BRA,2,27,.000049998551
CHN,2,27,.000049995087
EU,2,27,.000049998747
IND,2,27,.000049995178
JPN,2,27,.00012399997
ROW,2,27,.00012709996
USA,2,27,.000049997543
BRA,3,27,.0025260269
CHN,3,27,.00039676102
EU,3,27,.0025800355
IND,3,27,.0078762397
JPN,3,27,.00071799982
ROW,3,27,.027842093
USA,3,27,.0050549516
BRA,4,27,.00013429612
CHN,4,27,.00020258011
EU,4,27,.00098057545
IND,4,27,.000049995178
JPN,4,27,.00047439989
ROW,4,27,.0018299995
USA,4,27,.0005210744
BRA,5,27,.00029549145
CHN,5,27,.000049995087
EU,5,27,.00027409312
IND,5,27,.0016947365
JPN,5,27,.00011249997
ROW,5,27,.0015988996
USA,5,27,.000077596189
BRA,6,27,.0017182502
CHN,6,27,.0080176117
EU,6,27,.0084140897
IND,6,27,.0052802907
JPN,6,27,.0035769991
ROW,6,27,.004526699
USA,6,27,.00033358362
BRA,7,27,.0016771514
CHN,7,27,.0079574184
EU,7,27,.0014012649
IND,7,27,.01585567
JPN,7,27,.0033470993
ROW,7,27,.003837799
USA,7,27,.000081595994
BRA,8,27,.000049998551
CHN,8,27,.00027957253
EU,8,27,.0017897552
IND,8,27,.0011305909
JPN,8,27,.00014769998
ROW,8,27,.0007154998
USA,8,27,.008316691
BRA,9,27,.0016201531
CHN,9,27,.00080982043
EU,9,27,.0043395916
IND,9,27,.034155007
JPN,9,27,.012322797
ROW,9,27,.0037295991
USA,9,27,.0072229453
BRA,10,27,.31433299
CHN,10,27,.15627976
EU,10,27,.099772707
IND,10,27,.24119803
JPN,10,27,.15601256
ROW,10,27,.23609374
USA,10,27,.1282661
BRA,11,27,.011123777
CHN,11,27,.0014870539
EU,11,27,.0053551658
IND,11,27,.0072748982
JPN,11,27,.0069163982
ROW,11,27,.010941397
USA,11,27,.0023657838
BRA,12,27,.0010106708
CHN,12,27,.00010568961
EU,12,27,.0011489713
IND,12,27,.0012966749
JPN,12,27,.0020139995
ROW,12,27,.00057299988
USA,12,27,.00010469485
BRA,13,27,.040226836
CHN,13,27,.021897549
EU,13,27,.016683783
IND,13,27,.025903702
JPN,13,27,.0047694989
ROW,13,27,.024946695
USA,13,27,.0028548599
BRA,14,27,.00036178951
CHN,14,27,.00049735117
EU,14,27,.0026789329
IND,14,27,.0013187729
JPN,14,27,.0019283995
ROW,14,27,.0029969993
USA,14,27,.00029638543
BRA,15,27,.00082337612
CHN,15,27,.0010837936
EU,15,27,.0041379966
IND,15,27,.0035037622
JPN,15,27,.0092943981
ROW,15,27,.0067210984
USA,15,27,.0035119276
BRA,16,27,.0011250674
CHN,16,27,.0010537965
EU,16,27,.0085818851
IND,16,27,.0064229807
JPN,16,27,.0054449984
ROW,16,27,.0064247986
USA,16,27,.0075128311
BRA,17,27,.00069967972
CHN,17,27,.0058281277
EU,17,27,.0037855052
IND,17,27,.0043348819
JPN,17,27,.0084131984
ROW,17,27,.0032148992
USA,17,27,.0013382342
BRA,18,27,.007349587
CHN,18,27,.0042596813
EU,18,27,.005230769
IND,18,27,.0073590903
JPN,18,27,.0042506992
ROW,18,27,.0062955986
USA,18,27,.0012446389
BRA,19,27,.0010930684
CHN,19,27,.0047419341
EU,19,27,.0086320844
IND,19,27,.0036653467
JPN,19,27,.0065685986
ROW,19,27,.0077566979
USA,19,27,.0025953727
BRA,20,27,.072703689
CHN,20,27,.22546586
EU,20,27,.035861
IND,20,27,.001420963
JPN,20,27,.0050866986
ROW,20,27,.027544193
USA,20,27,.018198706
BRA,21,27,.005443342
CHN,21,27,.017583974
EU,21,27,.0089902747
IND,21,27,.013290319
JPN,21,27,.05457449
ROW,21,27,.017095296
USA,21,27,.0079111112
BRA,22,27,.0085751517
CHN,22,27,.0031343922
EU,22,27,.019771004
IND,22,27,.013559192
JPN,22,27,.04649999
ROW,22,27,.0098430971
USA,22,27,.0031476454
BRA,23,27,.0098287147
CHN,23,27,.058552846
EU,23,27,.041715756
IND,23,27,.053003989
JPN,23,27,.054728985
ROW,23,27,.038002692
USA,23,27,.0061782962
BRA,24,27,.001864246
CHN,24,27,.00089311227
EU,24,27,.0059468509
IND,24,27,.0383518
JPN,24,27,.020132594
ROW,24,27,.0029998992
USA,24,27,.0019869024
BRA,25,27,.0021741372
CHN,25,27,.0019993037
EU,25,27,.02273773
IND,25,27,.019779593
JPN,25,27,.045383491
ROW,25,27,.022999294
USA,25,27,.013907817
BRA,26,27,.1998996
CHN,26,27,.062219687
EU,26,27,.11354785
IND,26,27,.10668391
JPN,26,27,.21182565
ROW,26,27,.14737487
USA,26,27,.12073077
BRA,27,27,.11078459
CHN,27,27,.048720114
EU,27,27,.096006192
IND,27,27,.02324036
JPN,27,27,.019047096
ROW,27,27,.10086538
USA,27,27,.06082081
BRA,28,27,.0076972768
CHN,28,27,.0016114417
EU,28,27,.008887277
IND,28,27,.00078672415
JPN,28,27,.0050990987
ROW,28,27,.012105797
USA,28,27,.0010421488
BRA,29,27,.0028298181
CHN,29,27,.0013478677
EU,29,27,.0056337588
IND,29,27,.0016977363
JPN,29,27,.0012831996
ROW,29,27,.0052113985
USA,29,27,.0046755704
BRA,30,27,.030664211
CHN,30,27,.021361301
EU,30,27,.14508297
IND,30,27,.006366686
JPN,30,27,.04062859
ROW,30,27,.056728885
USA,30,27,.069938362
BRA,31,27,.0016535522
CHN,31,27,.0013290695
EU,31,27,.009313467
IND,31,27,.01378787
JPN,31,27,.0032662994
ROW,31,27,.0030057994
USA,31,27,.10285435
BRA,32,27,.0014430583
CHN,32,27,.037727293
EU,32,27,.017434563
IND,32,27,.02507998
JPN,32,27,.030328693
ROW,32,27,.0081383977
USA,32,27,.0056707216
BRA,33,27,.00085697521
CHN,33,27,.00053224771
EU,33,27,.0035798103
IND,33,27,.0038864252
JPN,33,27,.010186797
ROW,33,27,.0030887993
USA,33,27,.0025427751
BRA,34,27,.0053306455
CHN,34,27,.0060342071
EU,34,27,.0079828994
IND,34,27,.081340857
JPN,34,27,.0085352985
ROW,34,27,.010490197
USA,34,27,.01977203
BRA,35,27,.0074163852
CHN,35,27,.0071369987
EU,35,27,.01756786
IND,35,27,.00018408225
JPN,35,27,.012869298
ROW,35,27,.0061496985
USA,35,27,.011210349
BRA,36,27,.057346437
CHN,36,27,.2524465
EU,36,27,.059915397
IND,36,27,.038345803
JPN,36,27,.056629285
ROW,36,27,.049285088
USA,36,27,.14636272
BRA,37,27,.010335101
CHN,37,27,.0042180857
EU,37,27,.022016048
IND,37,27,.045546707
JPN,37,27,.029088793
ROW,37,27,.024963694
USA,37,27,.023685936
BRA,38,27,.023312625
CHN,38,27,.0075701564
EU,38,27,.053452961
IND,38,27,.0043646791
JPN,38,27,.042086087
ROW,38,27,.027690593
USA,38,27,.068792425
BRA,39,27,.032960445
CHN,39,27,.01556987
EU,39,27,.090243541
IND,39,27,.085866921
JPN,39,27,.044316988
ROW,39,27,.050223287
USA,39,27,.12099376
BRA,40,27,.0037924901
CHN,40,27,.0002842721
EU,40,27,.019793205
IND,40,27,.00007899238
JPN,40,27,.0010278998
ROW,40,27,.010078398
USA,40,27,.012115205
BRA,41,27,.0092466315
CHN,41,27,.0016330396
EU,41,27,.0076084095
IND,41,27,.00092151109
JPN,41,27,.0062255985
ROW,41,27,.0022270996
USA,41,27,.00064416835
BRA,42,27,.0010199704
CHN,42,27,.00051924901
EU,42,27,.0021649457
IND,42,27,.000049995178
JPN,42,27,.0026628992
ROW,42,27,.0021091995
USA,42,27,.0009019557
BRA,43,27,.00040258834
CHN,43,27,.00075782556
EU,43,27,.0021808455
IND,43,27,.00038956242
JPN,43,27,.0047997991
ROW,43,27,.00087439979
USA,43,27,.0013589333
BRA,44,27,.0043646735
CHN,44,27,.0061594951
EU,44,27,.0052895676
IND,44,27,.00016668392
JPN,44,27,.016833697
ROW,44,27,.009142098
USA,44,27,.0026356706
BRA,1,28,.00077746215
CHN,1,28,.000053795684
EU,1,28,.001571
IND,1,28,.018805794
JPN,1,28,.00029917818
ROW,1,28,.0033553008
USA,1,28,.0034232466
BRA,2,28,.000049997569
CHN,2,28,.000049995986
EU,2,28,.00088130002
IND,2,28,.000049993603
JPN,2,28,.0001398898
ROW,2,28,.00077090011
USA,2,28,.00011269824
BRA,3,28,.0012059413
CHN,3,28,.0012407005
EU,3,28,.0030512
IND,3,28,.00059392402
JPN,3,28,.00055655936
ROW,3,28,.013095203
USA,3,28,.0030004531
BRA,4,28,.00014609291
CHN,4,28,.000049995986
EU,4,28,.00027749999
IND,4,28,.000049993603
JPN,4,28,.00004999635
ROW,4,28,.0009359002
USA,4,28,.000049999217
BRA,5,28,.000049997569
CHN,5,28,.000049995986
EU,5,28,.000072900002
IND,5,28,.000049993603
JPN,5,28,.00004999635
ROW,5,28,.00019370003
USA,5,28,.000068498928
BRA,6,28,.0010610485
CHN,6,28,.0010985119
EU,6,28,.0153247
IND,6,28,.00586345
JPN,6,28,.0024802191
ROW,6,28,.015000603
USA,6,28,.013655387
BRA,7,28,.0021212969
CHN,7,28,.0032041429
EU,7,28,.0011266
IND,7,28,.032440849
JPN,7,28,.0072556706
ROW,7,28,.0029222004
USA,7,28,.0027114577
BRA,8,28,.000050897524
CHN,8,28,.000062195009
EU,8,28,.0005357
IND,8,28,.0013430282
JPN,8,28,.00042416906
ROW,8,28,.00089250016
USA,8,28,.000070798895
BRA,9,28,.0051388498
CHN,9,28,.00011639066
EU,9,28,.0020844999
IND,9,28,.037481807
JPN,9,28,.0077295359
ROW,9,28,.0031626006
USA,9,28,.0019434696
BRA,10,28,.1109127
CHN,10,28,.37470174
EU,10,28,.082173198
IND,10,28,.074574262
JPN,10,28,.15059131
ROW,10,28,.14341873
USA,10,28,.076605603
BRA,11,28,.0030185531
CHN,11,28,.0010051193
EU,11,28,.0027316001
IND,11,28,.0036835289
JPN,11,28,.0045206705
ROW,11,28,.0046595009
USA,11,28,.00076928799
BRA,12,28,.0009476539
CHN,12,28,.00052675774
EU,12,28,.00088549999
IND,12,28,.0012571393
JPN,12,28,.0010605226
ROW,12,28,.00071490009
USA,12,28,.000076698801
BRA,13,28,.040994108
CHN,13,28,.00051835843
EU,13,28,.0019896
IND,13,28,.0016574881
JPN,13,28,.0042031934
ROW,13,28,.0024476005
USA,13,28,.0003001953
BRA,14,28,.00031168482
CHN,14,28,.00045806324
EU,14,28,.00099139998
IND,14,28,.0015419028
JPN,14,28,.0016668784
ROW,14,28,.0010767003
USA,14,28,.0000834987
BRA,15,28,.00097525254
CHN,15,28,.0020130384
EU,15,28,.0012712
IND,15,28,.0040967762
JPN,15,28,.0048839436
ROW,15,28,.0025936004
USA,15,28,.00062629022
BRA,16,28,.0018235113
CHN,16,28,.0042204615
EU,16,28,.0054684998
IND,16,28,.0085379072
JPN,16,28,.0065582218
ROW,16,28,.0058849012
USA,16,28,.033671577
BRA,17,28,.0012287403
CHN,17,28,.0057557379
EU,17,28,.0029579999
IND,17,28,.0046710027
JPN,17,28,.0027301009
ROW,17,28,.0033057006
USA,17,28,.00128248
BRA,18,28,.002732767
CHN,18,28,.00077803759
EU,18,28,.0027127001
IND,18,28,.0061270162
JPN,18,28,.0017860697
ROW,18,28,.0026553005
USA,18,28,.00044369308
BRA,19,28,.014916174
CHN,19,28,.048149236
EU,19,28,.0113376
IND,19,28,.0047943867
JPN,19,28,.0022960326
ROW,19,28,.0065377015
USA,19,28,.00084578677
BRA,20,28,.047030613
CHN,20,28,.0022281213
EU,20,28,.0023276999
IND,20,28,.00089978491
JPN,20,28,.0013399022
ROW,20,28,.0022581005
USA,20,28,.0010466838
BRA,21,28,.00084635883
CHN,21,28,.10029935
EU,21,28,.0133782
IND,21,28,.14379571
JPN,21,28,.019016113
ROW,21,28,.037442509
USA,21,28,.057269607
BRA,22,28,.16903538
CHN,22,28,.002167026
EU,22,28,.0227434
IND,22,28,.020543372
JPN,22,28,.0099276751
ROW,22,28,.010448202
USA,22,28,.00090718584
BRA,23,28,.006739472
CHN,23,28,.00073144131
EU,23,28,.0035367
IND,23,28,.1047302
JPN,23,28,.0039511118
ROW,23,28,.004536801
USA,23,28,.0024017624
BRA,24,28,.00098855188
CHN,24,28,.0018751496
EU,24,28,.0030755999
IND,24,28,.059301414
JPN,24,28,.0030756756
ROW,24,28,.0024099005
USA,24,28,.00030799519
BRA,25,28,.0027530661
CHN,25,28,.00006419485
EU,25,28,.0113631
IND,25,28,.013567265
JPN,25,28,.010167059
ROW,25,28,.0048001008
USA,25,28,.0012976797
BRA,26,28,.091336757
CHN,26,28,.03927175
EU,26,28,.0613681
IND,26,28,.085010529
JPN,26,28,.076229043
ROW,26,28,.082679212
USA,26,28,.053784661
BRA,27,28,.022757094
CHN,27,28,.018269435
EU,27,28,.0238213
IND,27,28,.021853505
JPN,27,28,.015527167
ROW,27,28,.023936003
USA,27,28,.011666617
BRA,28,28,.10738748
CHN,28,28,.093158625
EU,28,28,.15946621
IND,28,28,.00099127321
JPN,28,28,.33032918
ROW,28,28,.28665647
USA,28,28,.0010809831
BRA,29,28,.010470591
CHN,29,28,.0011804054
EU,29,28,.0050993999
IND,29,28,.0017432771
JPN,29,28,.0010077264
ROW,29,28,.017093003
USA,29,28,.0057540103
BRA,30,28,.10878291
CHN,30,28,.10541774
EU,30,28,.31507531
IND,30,28,.0078446968
JPN,30,28,.030800853
ROW,30,28,.12390822
USA,30,28,.081818223
BRA,31,28,.0015499246
CHN,31,28,.00019388445
EU,31,28,.0018523
IND,31,28,.0065840576
JPN,31,28,.0031572697
ROW,31,28,.0036221007
USA,31,28,.099661842
BRA,32,28,.0012257404
CHN,32,28,.0032360405
